,cidade,longitude,latitude,periodo_inicial,periodo_final,ndvi_medio,evi_medio,leaf_area_index_medio,sm_rootzone_pctl_medio,sm_profile_pctl_medio,lst_day_1km_c
0,Café,-48.6001332,-22.6138288,2020-01-01,2020-01-21,0.8044,0.5392,3.299893639304422,30.47144837812944,26.102516174316406,33.791160896130464
1,Café,-48.6001332,-22.6138288,2020-01-21,2020-02-10,0.7756,0.5927,3.762613729997115,30.18511165272106,24.521888386119496,31.18629560663379
2,Café,-48.6001332,-22.6138288,2020-02-10,2020-03-01,0.7711,0.5987,3.903591069308195,68.61116998845881,50.85477204756303,27.738059354087852
3,Café,-48.6001332,-22.6138288,2020-03-01,2020-03-21,0.7496,0.5446,3.8666321364316074,35.915565490722656,42.632515300403945,29.333203215173
4,Café,-48.6001332,-22.6138288,2020-03-21,2020-04-10,0.6782,0.4861,3.6419664079492744,17.48080062866211,19.914745677601207,28.874485624355373
5,Café,-48.6001332,-22.6138288,2020-04-10,2020-04-30,0.6328,0.438,3.1101082455028193,12.830655097961426,13.95679144425826,27.735284828642477
6,Café,-48.6001332,-22.6138288,2020-04-30,2020-05-20,0.5449,0.3691,2.4583120129325176,9.285396662625402,10.664177547801625,26.805478263759426
7,Café,-48.6001332,-22.6138288,2020-05-20,2020-06-09,0.5184,0.3269,1.9229535297913987,14.60571826588024,12.716513893821023,24.68266989484198
8,Café,-48.6001332,-22.6138288,2020-06-09,2020-06-29,0.4986,0.2879,1.5673240965062922,18.646760073575106,15.194424542513762,26.809211174885377
9,Café,-48.6001332,-22.6138288,2020-06-29,2020-07-19,0.3978,0.2254,1.3313719034194949,37.30798825350675,33.28100499239836,25.385790682501522
10,Café,-48.6001332,-22.6138288,2020-07-19,2020-08-08,0.3763,0.2147,1.170452345501293,28.29997322776101,30.114878567782316,29.466211641479504
11,Café,-48.6001332,-22.6138288,2020-08-08,2020-08-28,0.3436,0.1837,1.0927277911793103,36.68282838301226,33.91403926502575,31.581366663433926
12,Café,-48.6001332,-22.6138288,2020-08-28,2020-09-17,0.3589,0.2013,1.0739756714213982,30.699774135242812,35.28887627341531,36.150230878502214
13,Café,-48.6001332,-22.6138288,2020-09-17,2020-10-07,0.3623,0.2175,1.1249497587030586,18.220996163108133,21.41985910589045,40.73266622331221
14,Café,-48.6001332,-22.6138288,2020-10-07,2020-10-27,0.3735,0.1964,1.2723287452350964,16.61190414428711,14.774404525756836,40.396056534630134
15,Café,-48.6001332,-22.6138288,2020-10-27,2020-11-16,0.3835,0.2303,1.5150938575918027,12.030715942382812,11.055654525756836,41.69131341344797
16,Café,-48.6001332,-22.6138288,2020-11-16,2020-12-06,0.4896,0.315,1.8178117058493877,30.76192283630371,14.630655288696289,40.92339217017434
17,Café,-48.6001332,-22.6138288,2020-12-06,2020-12-26,0.6299,0.493,2.429285938089544,30.8270395452326,19.53179186040705,37.09067413441966
18,Café,-48.6001332,-22.6138288,2020-12-26,2021-01-15,0.7056,0.5548,3.093308058652011,32.205198287963874,28.89081157337536,31.636609058287377
19,Café,-48.6001332,-22.6138288,2021-01-15,2021-02-04,0.7751,0.5273,3.6795087727633393,27.7665436484597,27.03011391379617,30.981793230530513
20,Café,-48.6001332,-22.6138288,2021-02-04,2021-02-24,0.6977,0.5015,3.867516474290328,10.024371840737082,12.067586898803713,32.36519383535688
21,Café,-48.6001332,-22.6138288,2021-02-24,2021-03-16,0.7387,0.4642,3.90161902254278,13.205698013305664,10.631791201504797,30.35410008728553
22,Café,-48.6001332,-22.6138288,2021-03-16,2021-04-05,0.7499,0.498,3.7152214267037134,8.443155288696289,8.455086447975853,30.345272700822704
23,Café,-48.6001332,-22.6138288,2021-04-05,2021-04-25,0.712,0.463,3.2741152373227207,6.062228679656982,6.419464284723456,28.929847862430847
