Unnamed: 0,cidade,longitude,latitude,periodo_inicial,periodo_final,ndvi_medio,evi_medio,leaf_area_index_medio,sm_rootzone_pctl_medio,sm_profile_pctl_medio,lst_day_1km_c
4,café,-48.0636492,-22.8308688,2020-03-21,2020-04-10,0.6829,0.3986,2.273091147927677,,32.93553408454446,26.5427121542802
5,café,-48.0636492,-22.8308688,2020-04-10,2020-04-30,0.6824,0.4054,2.0220696154762714,,20.86355899362003,25.530457946186687
6,café,-48.0636492,-22.8308688,2020-04-30,2020-05-20,0.6449,0.3968,1.748290693058687,18.14497375488281,17.30565508674173,24.169392030733547
7,café,-48.0636492,-22.8308688,2020-05-20,2020-06-09,0.5925,0.3501,1.4753906306098488,16.01629980872659,16.567787142360913,22.077370015485883
8,café,-48.0636492,-22.8308688,2020-06-09,2020-06-29,0.6082,0.3525,1.2502086618367363,23.30576941546272,20.413007904501523,23.204618824942088
9,café,-48.0636492,-22.8308688,2020-06-29,2020-07-19,0.6023,0.3642,1.0963306006263285,35.362557130701404,29.20032355364631,21.64215695280336
10,café,-48.0636492,-22.8308688,2020-07-19,2020-08-08,0.5908,0.356,0.9899821036002214,22.271463618559,22.601427583133475,24.13339260094284
11,café,-48.0636492,-22.8308688,2020-08-08,2020-08-28,0.5709,0.3272,0.9643751417889314,36.59033584594727,28.56620412714341,24.883556652471384
12,café,-48.0636492,-22.8308688,2020-08-28,2020-09-17,0.5602,0.3435,0.9995620355886572,29.80983543395996,30.46356588251451,29.8050760439678
13,café,-48.0636492,-22.8308688,2020-09-17,2020-10-07,0.5211,0.3274,1.111478023669299,10.362456167445464,16.48745634976555,34.264647643297565
