Unnamed: 0,cidade,longitude,latitude,periodo_inicial,periodo_final,ndvi_medio,evi_medio,leaf_area_index_medio,sm_rootzone_pctl_medio,sm_profile_pctl_medio,lst_day_1km_c
60,citrus,-48.9127284,-23.3802474,2023-04-15,2023-05-05,0.729,0.4735,1.967012405395508,81.46034240722656,82.94784545898438,23.78550406150293
61,citrus,-48.9127284,-23.3802474,2023-05-05,2023-05-25,0.727,0.4515,1.716055154800415,60.483097076416016,68.82069396972656,21.929922831447755
62,citrus,-48.9127284,-23.3802474,2023-05-25,2023-06-14,0.7011,0.4103,1.4661481380462646,46.34461975097656,53.269718170166016,22.504855795012645
63,citrus,-48.9127284,-23.3802474,2023-06-14,2023-07-04,0.6944,0.3876,1.2626216411590576,64.00155639648438,61.35790252685547,21.003185964665647
64,citrus,-48.9127284,-23.3802474,2023-07-04,2023-07-24,0.6824,0.3719,1.120403528213501,48.675968170166016,48.24471664428711,19.051573245196096
65,citrus,-48.9127284,-23.3802474,2023-07-24,2023-08-13,0.6511,0.4014,1.042925238609314,36.600868225097656,38.769718170166016,23.74198841182357
66,citrus,-48.9127284,-23.3802474,2023-08-13,2023-09-02,0.632,0.3537,1.0194544792175293,30.87635803222656,35.05052947998047,25.06597247203706
67,citrus,-48.9127284,-23.3802474,2023-09-02,2023-09-22,0.6191,0.3613,1.0679031610488892,30.60848617553711,30.53343772888184,29.32774497953136
68,citrus,-48.9127284,-23.3802474,2023-09-22,2023-10-12,0.6016,0.3861,1.249175190925598,32.25731658935547,23.55721664428711,29.61313029273225
69,citrus,-48.9127284,-23.3802474,2023-10-12,2023-11-01,0.6834,0.4101,1.5313547849655151,65.11102294921875,61.64061737060547,25.836992553911728
70,citrus,-48.9127284,-23.3802474,2023-11-01,2023-11-21,0.7367,0.5047,1.82098126411438,49.76473617553711,53.53016662597656,32.64753731102746
71,citrus,-48.9127284,-23.3802474,2023-11-21,2023-12-11,0.7851,0.4839,1.965946674346924,71.33973693847656,66.57850646972656,28.965725945266517
72,citrus,-48.9127284,-23.3802474,2023-12-11,2023-12-31,0.7184,0.5192,2.1616780757904053,25.50010681152344,38.832218170166016,29.83592184098029
73,citrus,-48.9127284,-23.3802474,2023-12-31,2024-01-20,0.6983,0.5121,2.2841084003448486,3.50614857673645,2.6342790126800537,32.2515088805082
74,citrus,-48.9127284,-23.3802474,2024-01-20,2024-02-09,0.7693,0.4419,2.5109143257141118,11.499404907226562,6.518191337585449,28.0349584870213
75,citrus,-48.9127284,-23.3802474,2024-02-09,2024-02-29,0.7903,0.4499,2.5793726444244385,12.243383407592772,8.568331718444824,30.53099226380442
76,citrus,-48.9127284,-23.3802474,2024-02-29,2024-03-20,0.7698,0.4799,2.4918715953826904,3.759233713150024,3.962399244308472,28.536794049115827
77,citrus,-48.9127284,-23.3802474,2024-03-20,2024-04-09,0.777,0.4977,2.2762868404388428,3.6530308723449703,0.8312313556671143,27.74853785900791
78,citrus,-48.9127284,-23.3802474,2024-04-09,2024-04-29,0.747,0.5037,2.048689842224121,15.574801445007324,7.983994007110596,24.937794104374348
79,citrus,-48.9127284,-23.3802474,2024-04-29,2024-05-19,0.6703,0.3797,1.7891294956207275,1.1500107049942017,2.253114938735962,28.081100743758785
80,citrus,-48.9127284,-23.3802474,2024-05-19,2024-06-08,0.7266,0.4162,1.5412795543670654,7.6311187744140625,4.243411064147949,20.775341843148738
81,citrus,-48.9127284,-23.3802474,2024-06-08,2024-06-28,0.6887,0.3967,1.3151698112487793,0.7468749284744263,1.290678858757019,22.614101020582893
82,citrus,-48.9127284,-23.3802474,2024-06-28,2024-07-18,0.6629,0.3602,1.15609610080719,14.067269325256348,3.818524837493897,20.23183299487488
83,citrus,-48.9127284,-23.3802474,2024-07-18,2024-08-07,0.6604,0.3876,1.0585235357284546,6.83100175857544,6.8371663093566895,22.0876890878198
84,citrus,-48.9127284,-23.3802474,2024-08-07,2024-08-27,0.6153,0.3692,1.0229839086532593,8.565278053283691,5.95904541015625,24.73934004975797
85,citrus,-48.9127284,-23.3802474,2024-08-27,2024-09-16,0.6096,0.3755,1.038827419281006,1.9280493259429927,2.0156753063201904,26.55537347962945
86,citrus,-48.9127284,-23.3802474,2024-09-16,2024-10-06,0.6077,0.3684,1.1851757764816284,3.018561601638794,1.0155977010726929,31.005982082418257
87,citrus,-48.9127284,-23.3802474,2024-10-06,2024-10-26,0.7167,0.3904,1.4325889348983765,9.971848487854004,2.6279525756835938,27.149012377913323
88,citrus,-48.9127284,-23.3802474,2024-10-26,2024-11-15,0.7455,0.4532,1.7582449913024902,49.045352935791016,32.115028381347656,27.736232085871848
89,citrus,-48.9127284,-23.3802474,2024-11-15,2024-12-05,0.7314,0.5694,1.9124048948287964,38.52718734741211,39.962100982666016,30.86981605122486
90,citrus,-48.9127284,-23.3802474,2024-12-05,2024-12-25,0.8182,0.476,2.1172568798065186,73.95887756347656,75.38807678222656,27.79864616574804
91,citrus,-48.9127284,-23.3802474,2024-12-25,2025-01-14,0.76,0.4911,2.2323811054229736,41.996036529541016,54.420448303222656,26.71102913820556
0,citrus,-48.7786837,-22.9889705,2020-01-01,2020-01-21,0.7031,0.5546,2.6550170219305795,26.1983142043605,23.601790052471745,32.02484541062802
1,citrus,-48.7786837,-22.9889705,2020-01-21,2020-02-10,0.706,0.501,2.938431515838161,26.99002895933209,18.764745885675605,31.44639710144924
2,citrus,-48.7786837,-22.9889705,2020-02-10,2020-03-01,0.7104,0.5059,2.9624474120862563,50.369924487489655,38.49335017348781,28.736762318840533
3,citrus,-48.7786837,-22.9889705,2020-03-01,2020-03-21,0.72,0.4631,2.8412562355850683,,35.63653246561686,30.844414573445874
4,citrus,-48.7786837,-22.9889705,2020-03-21,2020-04-10,0.7124,0.4592,2.7157145846973765,,18.582921981811523,28.389881791155688
5,citrus,-48.7786837,-22.9889705,2020-04-10,2020-04-30,0.6652,0.4121,2.484902894858158,6.899600028991699,11.865693005648527,27.83743450655629
6,citrus,-48.7786837,-22.9889705,2020-04-30,2020-05-20,0.5522,0.3105,2.207255468224034,5.650800965049051,7.470077615795714,26.47621347348303
7,citrus,-48.7786837,-22.9889705,2020-05-20,2020-06-09,0.5238,0.3084,1.9176304809974904,10.767922892714992,7.3114010059472285,23.75726331723024
8,citrus,-48.7786837,-22.9889705,2020-06-09,2020-06-29,0.5431,0.2861,1.6650262709819912,14.92524456255364,9.89088535308838,25.747309236174488
9,citrus,-48.7786837,-22.9889705,2020-06-29,2020-07-19,0.563,0.3153,1.487163063251611,41.33794495553682,34.67709570220023,24.425927887571333
10,citrus,-48.7786837,-22.9889705,2020-07-19,2020-08-08,0.5426,0.3057,1.3679786667679297,24.360957694776133,26.96402335889412,26.06927806905378
11,citrus,-48.7786837,-22.9889705,2020-08-08,2020-08-28,0.4858,0.2702,1.3331610975843489,43.0287050189394,32.40331094915217,27.41471333333328
12,citrus,-48.7786837,-22.9889705,2020-08-28,2020-09-17,0.5043,0.2908,1.3282923337185024,27.32556741887873,35.902670080011546,32.11640978639764
13,citrus,-48.7786837,-22.9889705,2020-09-17,2020-10-07,0.5219,0.311,1.4471226749998152,13.592990817445695,18.47876057480321,36.17198012422358
14,citrus,-48.7786837,-22.9889705,2020-10-07,2020-10-27,0.5644,0.3163,1.6844931624152444,16.492644309997562,13.750351732427427,36.48009753853228
15,citrus,-48.7786837,-22.9889705,2020-10-27,2020-11-16,0.5754,0.3817,1.9806072784192637,10.971655527750652,11.443350936427262,36.29008334065298
16,citrus,-48.7786837,-22.9889705,2020-11-16,2020-12-06,0.6799,0.4934,2.203805063710069,19.019663608435437,13.24997289253004,34.78692090762701
17,citrus,-48.7786837,-22.9889705,2020-12-06,2020-12-26,0.7266,0.5925,2.4175219608075693,36.50255538478043,19.769912777525008,31.577246542442992
18,citrus,-48.7786837,-22.9889705,2020-12-26,2021-01-15,0.7544,0.6347,2.566777344905969,36.5104199033795,28.96082034255519,29.447060869565178
19,citrus,-48.7786837,-22.9889705,2021-01-15,2021-02-04,0.748,0.6046,2.8881002989682285,34.8168918725216,35.19067047581529,28.411816425120836
20,citrus,-48.7786837,-22.9889705,2021-02-04,2021-02-24,0.6799,0.4432,2.967066634785046,14.550327301025392,14.777624823830346,30.00221941150636
21,citrus,-48.7786837,-22.9889705,2021-02-24,2021-03-16,0.6861,0.4209,2.881994847095374,,17.220238078724254,30.99087560386471
22,citrus,-48.7786837,-22.9889705,2021-03-16,2021-04-05,0.6714,0.4198,2.7459912589102085,,14.126677628719449,31.03609002415459
23,citrus,-48.7786837,-22.9889705,2021-04-05,2021-04-25,0.6355,0.3873,2.5557792547977334,,9.766829172770183,30.464146924315628
24,citrus,-48.7786837,-22.9889705,2021-04-25,2021-05-15,0.5328,0.3121,2.2752785032445733,7.465663635369504,10.212662292249275,28.249232734246448
25,citrus,-48.7786837,-22.9889705,2021-05-15,2021-06-04,0.5355,0.3022,1.9912170135613645,8.150494199810607,6.821242751497212,27.96584233954451
26,citrus,-48.7786837,-22.9889705,2021-06-04,2021-06-24,0.5415,0.2864,1.7190363009770713,16.565998308586355,10.554124745455658,23.2590698872786
27,citrus,-48.7786837,-22.9889705,2021-06-24,2021-07-14,0.4574,0.2481,1.5275335239641596,11.177814050154252,10.84050343253396,24.690369611644314
28,citrus,-48.7786837,-22.9889705,2021-07-14,2021-08-03,0.3712,0.1872,1.3892589807510376,11.51385495156953,8.632359446901265,25.982979253403585
29,citrus,-48.7786837,-22.9889705,2021-08-03,2021-08-23,0.378,0.1931,1.3380986704970854,10.550678253173828,8.883562174710361,28.285000111482702
30,citrus,-48.7786837,-22.9889705,2021-08-23,2021-09-12,0.4036,0.215,1.3229261094873603,7.243276234829065,4.899341930042614,32.49840791527316
31,citrus,-48.7786837,-22.9889705,2021-09-12,2021-10-02,0.4652,0.2559,1.4026907863038962,5.649999647429496,4.376105828718706,34.72786311813792
32,citrus,-48.7786837,-22.9889705,2021-10-02,2021-10-22,0.5415,0.333,1.6224885817730068,25.5442698507598,12.488896456631748,31.32326859903384
33,citrus,-48.7786837,-22.9889705,2021-10-22,2021-11-11,0.5861,0.3551,1.8983615456205427,32.295616959080554,29.19370408491655,35.09279642804853
34,citrus,-48.7786837,-22.9889705,2021-11-11,2021-12-01,0.6358,0.4145,2.1597168951323544,32.95098900072502,26.331065206816707,34.71355160591429
35,citrus,-48.7786837,-22.9889705,2021-12-01,2021-12-21,0.7241,0.5239,2.3744716355294893,30.498076467803035,26.298688483960703,31.41333217161258
36,citrus,-48.7786837,-22.9889705,2021-12-21,2022-01-10,0.7579,0.6631,2.5176197326544565,27.13356260819869,20.00719972090288,31.14764064872321
37,citrus,-48.7786837,-22.9889705,2022-01-10,2022-01-30,0.7453,0.5333,2.8120412754290034,34.673817605683304,32.952738675204195,29.221968518518395
38,citrus,-48.7786837,-22.9889705,2022-01-30,2022-02-19,0.7852,0.5253,2.963210972872648,59.89427728363962,59.08414366751008,28.47203230273749
39,citrus,-48.7786837,-22.9889705,2022-02-19,2022-03-11,0.6973,0.5063,2.91977984977491,17.36064839363098,17.29066033796831,30.649064330259137
40,citrus,-48.7786837,-22.9889705,2022-03-11,2022-03-31,0.7246,0.5022,2.7715196392752914,,16.201298569187973,27.70888554865428
41,citrus,-48.7786837,-22.9889705,2022-03-31,2022-04-20,0.7239,0.483,2.622283632105048,,18.65603418061228,26.96835748792273
42,citrus,-48.7786837,-22.9889705,2022-04-20,2022-05-10,0.6746,0.4352,2.3427644281676328,14.38543438911438,15.317965074019,27.302791787439617
43,citrus,-48.7786837,-22.9889705,2022-05-10,2022-05-30,0.545,0.3412,2.0657515995430225,13.547453967007725,14.772321701049806,23.7287645644854
44,citrus,-48.7786837,-22.9889705,2022-05-30,2022-06-19,0.5377,0.3164,1.7785713744885996,33.708021452932655,25.926298603867043,21.989966086956485
45,citrus,-48.7786837,-22.9889705,2022-06-19,2022-07-09,0.5371,0.3049,1.5714533329010012,33.87118911743164,31.77958395986846,24.38608667274758
46,citrus,-48.7786837,-22.9889705,2022-07-09,2022-07-29,0.5097,0.2847,1.4168192690069026,21.519291502056703,24.643155473651312,25.02775562070775
47,citrus,-48.7786837,-22.9889705,2022-07-29,2022-08-18,0.4911,0.2668,1.3444910519050832,22.024527694239765,21.36323044516824,24.37864297216464
48,citrus,-48.7786837,-22.9889705,2022-08-18,2022-09-07,0.4777,0.2599,1.3237930427898064,21.53293950629957,20.52705579815489,28.017879262187023
49,citrus,-48.7786837,-22.9889705,2022-09-07,2022-09-27,0.484,0.2915,1.3677052187197138,28.53669542254824,20.64679076454857,27.98207638977766
50,citrus,-48.7786837,-22.9889705,2022-09-27,2022-10-17,0.5224,0.3235,1.5621733882210476,65.67750618674539,55.55734229810311,26.115691980676274
51,citrus,-48.7786837,-22.9889705,2022-10-17,2022-11-06,0.5768,0.4122,1.818654067588575,51.60413094722864,50.82729351159298,32.831871739130406
52,citrus,-48.7786837,-22.9889705,2022-11-06,2022-11-26,0.6171,0.4297,2.112197735092857,30.913319443211417,37.5829859646884,34.24562064119459
53,citrus,-48.7786837,-22.9889705,2022-11-26,2022-12-16,0.7284,0.5045,2.31745340607383,34.95382621071556,29.67463649402965,32.05628074534155
54,citrus,-48.7786837,-22.9889705,2022-12-16,2023-01-05,0.6156,0.4936,2.481714443726973,25.383355574174363,21.13292809688684,29.74008253968259
55,citrus,-48.7786837,-22.9889705,2023-01-05,2023-01-25,0.7876,0.587,2.725171970598625,52.09098191694781,42.847418698397554,25.44233091787436
56,citrus,-48.7786837,-22.9889705,2023-01-25,2023-02-14,0.776,0.645,2.953773187868523,53.14303218957151,48.90986355868254,28.31895739130431
57,citrus,-48.7786837,-22.9889705,2023-02-14,2023-03-06,0.7144,0.4593,2.948648004820853,79.11778906619911,72.40445709228516,27.339000000000052
58,citrus,-48.7786837,-22.9889705,2023-03-06,2023-03-26,0.7413,0.4793,2.8028181899677627,,81.42341151381984,28.681155942028965
59,citrus,-48.7786837,-22.9889705,2023-03-26,2023-04-15,0.7621,0.499,2.675370014075077,,72.89670724579781,28.685236460254718
60,citrus,-48.7786837,-22.9889705,2023-04-15,2023-05-05,0.7116,0.4744,2.4130758299972075,75.09159088134766,76.31507572983253,25.534646296296277
61,citrus,-48.7786837,-22.9889705,2023-05-05,2023-05-25,0.6992,0.4632,2.1375965024485737,55.54597299749202,66.80283679384175,23.404553989488814
62,citrus,-48.7786837,-22.9889705,2023-05-25,2023-06-14,0.5939,0.361,1.845785914045392,50.10287868615353,55.34981872096208,24.631435848338413
63,citrus,-48.7786837,-22.9889705,2023-06-14,2023-07-04,0.5521,0.3098,1.6165117603359802,68.71738618792911,64.74949588197651,22.493420858079105
64,citrus,-48.7786837,-22.9889705,2023-07-04,2023-07-24,0.5545,0.3101,1.4499576994867036,54.377411119865656,58.219905968868375,22.659250910764
65,citrus,-48.7786837,-22.9889705,2023-07-24,2023-08-13,0.5197,0.3027,1.3536689389835703,40.58487007834695,45.05362007834695,26.80817937051677
66,citrus,-48.7786837,-22.9889705,2023-08-13,2023-09-02,0.4783,0.256,1.3279370972604465,35.60194524129232,39.93335411765359,29.534582712215357
67,citrus,-48.7786837,-22.9889705,2023-09-02,2023-09-22,0.4971,0.2608,1.3429919517401496,39.74115614457565,39.912968491062976,31.503659025032903
68,citrus,-48.7786837,-22.9889705,2023-09-22,2023-10-12,0.5686,0.3241,1.5020086801413337,38.8855639371005,33.88574605999571,33.417292891649424
69,citrus,-48.7786837,-22.9889705,2023-10-12,2023-11-01,0.5759,0.3352,1.7478536078424167,72.6205028187145,72.3492616595644,30.94592684610086
70,citrus,-48.7786837,-22.9889705,2023-11-01,2023-11-21,0.709,0.4557,2.0532166885607173,47.34076944986979,57.6591578396884,34.72442455862978
71,citrus,-48.7786837,-22.9889705,2023-11-21,2023-12-11,0.792,0.5498,2.255922707644376,67.17587025960287,60.64655142119437,29.557151239935592
72,citrus,-48.7786837,-22.9889705,2023-12-11,2023-12-31,0.75,0.5722,2.452814340591431,20.33019851915764,34.51600034309157,30.782952150940787
73,citrus,-48.7786837,-22.9889705,2023-12-31,2024-01-20,0.7101,0.4996,2.637906088973537,2.112262187582074,1.7630098155050569,30.949685645272552
74,citrus,-48.7786837,-22.9889705,2024-01-20,2024-02-09,0.6902,0.5885,2.9332904165441347,9.631429816737322,3.631175937074604,27.421495307108277
75,citrus,-48.7786837,-22.9889705,2024-02-09,2024-02-29,0.7167,0.4185,2.9640245798862344,11.066496068781074,8.361525795676492,28.765677487922687
76,citrus,-48.7786837,-22.9889705,2024-02-29,2024-03-20,0.7249,0.4505,2.84938830317873,,6.1997172326752645,29.92495507246372
77,citrus,-48.7786837,-22.9889705,2024-03-20,2024-04-09,0.7533,0.4962,2.722491986823805,,6.310267419526072,28.222121647740323
78,citrus,-48.7786837,-22.9889705,2024-04-09,2024-04-29,0.7464,0.5106,2.499210039774577,,12.688609556718308,26.615075748792265
79,citrus,-48.7786837,-22.9889705,2024-04-29,2024-05-19,0.6768,0.4299,2.2210089221145166,2.144112695347179,8.7002260612719,27.845607672038117
80,citrus,-48.7786837,-22.9889705,2024-05-19,2024-06-08,0.7277,0.4357,1.9321874380111697,5.7855167822404345,3.897514964594986,22.52463886152492
81,citrus,-48.7786837,-22.9889705,2024-06-08,2024-06-28,0.6748,0.4064,1.6754440069198608,0.2517982332995443,0.6153254219979951,23.46202299410737
82,citrus,-48.7786837,-22.9889705,2024-06-28,2024-07-18,0.6354,0.3652,1.494922110528657,10.68368521603671,3.2601067369634458,20.40442050149528
83,citrus,-48.7786837,-22.9889705,2024-07-18,2024-08-07,0.5483,0.3287,1.371704582012061,7.5860404823765615,6.326411478447191,23.843873277157627
84,citrus,-48.7786837,-22.9889705,2024-08-07,2024-08-27,0.5103,0.3066,1.3341274947831128,10.555878870414965,5.732470483490915,27.54304111843072
85,citrus,-48.7786837,-22.9889705,2024-08-27,2024-09-16,0.4828,0.287,1.326590267094699,5.019947138699619,4.854804616985899,28.67183048120961
86,citrus,-48.7786837,-22.9889705,2024-09-16,2024-10-06,0.4636,0.2754,1.437338128234401,4.486051891789292,3.717507752505216,32.43954505050499
87,citrus,-48.7786837,-22.9889705,2024-10-06,2024-10-26,0.5916,0.3168,1.6720835114970354,14.233064131303268,4.216107657461456,32.33519500345051
88,citrus,-48.7786837,-22.9889705,2024-10-26,2024-11-15,0.5794,0.3362,1.9646729989485308,44.22294293027936,27.596596573338367,30.25833512767429
89,citrus,-48.7786837,-22.9889705,2024-11-15,2024-12-05,0.6302,0.4835,2.1945203759453515,34.77710030295632,34.38731962261778,33.13206756843806
90,citrus,-48.7786837,-22.9889705,2024-12-05,2024-12-25,0.7295,0.4614,2.4095852519526626,65.02250440192945,62.88485058871183,29.860517184265063
91,citrus,-48.7786837,-22.9889705,2024-12-25,2025-01-14,0.7096,0.5357,2.5555718595331367,38.826002872351445,50.36108999541312,28.60055317050092
0,eucalipto,-48.5649457,-23.0902656,2020-01-01,2020-01-21,0.73,0.5465,3.0775460583823064,44.44316787719726,40.90429229736328,30.84303627267053
1,eucalipto,-48.5649457,-23.0902656,2020-01-21,2020-02-10,0.7875,0.6412,3.474935354505266,36.84015775408064,30.69102232796805,29.75858722334988
2,eucalipto,-48.5649457,-23.0902656,2020-02-10,2020-03-01,0.7753,0.544,3.543848868778773,85.23512943812777,68.98869105747767,25.24766599014214
3,eucalipto,-48.5649457,-23.0902656,2020-03-01,2020-03-21,0.7951,0.5544,3.465378502437046,50.14657211303711,63.38958631243024,26.617240002676454
4,eucalipto,-48.5649457,-23.0902656,2020-03-21,2020-04-10,0.779,0.5023,3.300629104886736,39.45384979248047,42.637594604492186,26.033126537712803
5,eucalipto,-48.5649457,-23.0902656,2020-04-10,2020-04-30,0.7771,0.483,3.081176778248378,28.88924789428711,28.06825561523437,24.8363513578816
6,eucalipto,-48.5649457,-23.0902656,2020-04-30,2020-05-20,0.7364,0.4872,2.7870351110185894,14.274404525756836,16.6336907523019,23.48362731402176
7,eucalipto,-48.5649457,-23.0902656,2020-05-20,2020-06-09,0.7208,0.4573,2.4622759955269946,17.649404525756836,13.952619443620954,21.28373357231351
8,eucalipto,-48.5649457,-23.0902656,2020-06-09,2020-06-29,0.7279,0.439,2.1946701390402654,21.49281311035156,15.829633821759904,23.0765575306109
9,eucalipto,-48.5649457,-23.0902656,2020-06-29,2020-07-19,0.7067,0.4148,2.006919567925589,51.39745330810547,46.70400336129324,21.730914210463425
10,eucalipto,-48.5649457,-23.0902656,2020-07-19,2020-08-08,0.7139,0.4262,1.8595648118427817,31.02040100097656,33.801768166678286,23.14250251564817
11,eucalipto,-48.5649457,-23.0902656,2020-08-08,2020-08-28,0.6834,0.4154,1.7917834656579152,50.39613342285156,38.87157429286412,23.31795085532048
12,eucalipto,-48.5649457,-23.0902656,2020-08-28,2020-09-17,0.6282,0.3681,1.7646591050284246,36.79159164428711,46.51785801478794,28.75530384861014
13,eucalipto,-48.5649457,-23.0902656,2020-09-17,2020-10-07,0.6048,0.3635,1.8551382439477104,10.778301974705286,21.884086063929963,33.29791310747828
14,eucalipto,-48.5649457,-23.0902656,2020-10-07,2020-10-27,0.6497,0.3564,2.0797600269317624,22.57721448625837,18.055298015049523,31.513317846902964
15,eucalipto,-48.5649457,-23.0902656,2020-10-27,2020-11-16,0.6332,0.4131,2.3777162619999475,13.99925136566162,12.89763581412179,32.23404512506926
16,eucalipto,-48.5649457,-23.0902656,2020-11-16,2020-12-06,0.6795,0.4793,2.5684581620352605,27.12514305114746,15.95486820765904,31.7500744821366
17,eucalipto,-48.5649457,-23.0902656,2020-12-06,2020-12-26,0.7367,0.5149,2.817055082321166,42.46566390991211,17.99532527923584,30.772889146612613
18,eucalipto,-48.5649457,-23.0902656,2020-12-26,2021-01-15,0.7384,0.5767,2.9688339642116,30.1022047315325,27.76647469656808,27.362136368029496
19,eucalipto,-48.5649457,-23.0902656,2021-01-15,2021-02-04,0.7779,0.5328,3.392715372358049,31.4461194719587,29.31983457292829,25.73739402725431
20,eucalipto,-48.5649457,-23.0902656,2021-02-04,2021-02-24,0.7749,0.5022,3.5418104035513736,12.277788189479285,13.94136938367571,27.15265578955706
21,eucalipto,-48.5649457,-23.0902656,2021-02-24,2021-03-16,0.7761,0.4725,3.501996523993355,27.108327865600582,12.923154912676129,28.449444490466533
22,eucalipto,-48.5649457,-23.0902656,2021-03-16,2021-04-05,0.748,0.4958,3.335602004187447,11.9494047164917,10.313691002982004,27.132095938757345
23,eucalipto,-48.5649457,-23.0902656,2021-04-05,2021-04-25,0.699,0.4613,3.1523192814418244,14.800851821899414,8.669047764369418,27.310697395610475
24,eucalipto,-48.5649457,-23.0902656,2021-04-25,2021-05-15,0.7013,0.4371,2.8616776670728408,9.7306547164917,9.137083162580216,23.690943342634
25,eucalipto,-48.5649457,-23.0902656,2021-05-15,2021-06-04,0.6765,0.4204,2.54238589150565,9.561941146850586,6.8065719876970565,23.73266607988512
26,eucalipto,-48.5649457,-23.0902656,2021-06-04,2021-06-24,0.6977,0.3986,2.252399584225246,19.59432029724121,9.637594549996512,20.340556255509625
27,eucalipto,-48.5649457,-23.0902656,2021-06-24,2021-07-14,0.6423,0.3829,2.050478945459638,14.805654525756836,10.270833669389996,20.265596409003194
28,eucalipto,-48.5649457,-23.0902656,2021-07-14,2021-08-03,0.5751,0.328,1.890379084859576,15.699417114257812,11.229583358764646,21.349043545610694
29,eucalipto,-48.5649457,-23.0902656,2021-08-03,2021-08-23,0.5427,0.2884,1.8022933551243367,15.993154525756836,12.12386918749128,27.311825518156297
30,eucalipto,-48.5649457,-23.0902656,2021-08-23,2021-09-12,0.5483,0.3036,1.7657614946365354,12.95583152770996,8.374762112753732,28.64965880113897
31,eucalipto,-48.5649457,-23.0902656,2021-09-12,2021-10-02,0.5691,0.3159,1.8168456281934464,8.562344551086426,5.78886181967599,31.28309507367095
32,eucalipto,-48.5649457,-23.0902656,2021-10-02,2021-10-22,0.6096,0.3707,2.018065319742475,28.14583985464913,13.45699449266706,27.928663380690185
33,eucalipto,-48.5649457,-23.0902656,2021-10-22,2021-11-11,0.6327,0.3825,2.3013339587620325,40.22550005231584,32.81854754856654,31.62002019030558
34,eucalipto,-48.5649457,-23.0902656,2021-11-11,2021-12-01,0.6139,0.396,2.5268184729984826,40.87466812133789,30.61757910592215,33.65107006861899
35,eucalipto,-48.5649457,-23.0902656,2021-12-01,2021-12-21,0.6227,0.4608,2.7537057263510563,37.00697326660156,24.71902999877929,30.30681906188596
36,eucalipto,-48.5649457,-23.0902656,2021-12-21,2022-01-10,0.6464,0.5291,2.9196122169494627,38.74945580618722,20.066583687918527,33.13558973615551
37,eucalipto,-48.5649457,-23.0902656,2022-01-10,2022-01-30,0.6865,0.4943,3.2914768491472515,34.4638234274728,31.97979692731584,30.074416566568686
38,eucalipto,-48.5649457,-23.0902656,2022-01-30,2022-02-19,0.7514,0.4732,3.532094539914812,67.22480468749998,56.576978846958696,27.945922800259662
39,eucalipto,-48.5649457,-23.0902656,2022-02-19,2022-03-11,0.7479,0.4778,3.525489207676478,12.38696575164795,17.263132967267715,29.354181261861868
40,eucalipto,-48.5649457,-23.0902656,2022-03-11,2022-03-31,0.7307,0.4795,3.372547360828944,30.85892677307129,17.484226717267717,26.41041429077677
41,eucalipto,-48.5649457,-23.0902656,2022-03-31,2022-04-20,0.7069,0.454,3.215874222346714,23.574405670166016,17.689225823538642,24.131590336534487
42,eucalipto,-48.5649457,-23.0902656,2022-04-20,2022-05-10,0.7031,0.4598,2.933292198181152,11.586904525756836,13.799048015049523,25.009762557438705
43,eucalipto,-48.5649457,-23.0902656,2022-05-10,2022-05-30,0.6593,0.4102,2.6263337407793315,11.2244873046875,11.98708335331508,21.81261967557913
44,eucalipto,-48.5649457,-23.0902656,2022-05-30,2022-06-19,0.6801,0.4213,2.3164383990424016,36.16669845581055,22.145475823538643,18.98708050642705
45,eucalipto,-48.5649457,-23.0902656,2022-06-19,2022-07-09,0.6825,0.4196,2.095770498684474,35.072452545166016,30.69424307686942,22.147951245623062
46,eucalipto,-48.5649457,-23.0902656,2022-07-09,2022-07-29,0.6506,0.3902,1.9264193296432488,17.586904525756836,20.611369432721816,22.365006530533435
47,eucalipto,-48.5649457,-23.0902656,2022-07-29,2022-08-18,0.6277,0.3646,1.815618402617318,19.60008811950684,17.54351141793387,21.865279702128475
48,eucalipto,-48.5649457,-23.0902656,2022-08-18,2022-09-07,0.5946,0.3374,1.7721764496394563,19.33065414428711,17.323869705200195,24.5405442069287
49,eucalipto,-48.5649457,-23.0902656,2022-09-07,2022-09-27,0.5729,0.353,1.7891566242490495,29.36410140991211,16.244795717511856,24.368263828485
50,eucalipto,-48.5649457,-23.0902656,2022-09-27,2022-10-17,0.5584,0.3436,1.960531503813607,65.18417380196706,56.432139260428286,26.004553010534494
51,eucalipto,-48.5649457,-23.0902656,2022-10-17,2022-11-06,0.5661,0.4085,2.2209612914494103,52.77960096086775,51.874360002790176,30.87876860097481
52,eucalipto,-48.5649457,-23.0902656,2022-11-06,2022-11-26,0.6073,0.4307,2.48694874218532,41.09795946393695,39.82966591971261,30.60264178075721
53,eucalipto,-48.5649457,-23.0902656,2022-11-26,2022-12-16,0.712,0.442,2.68534311567034,35.16615295410156,28.79441441127232,30.08627284651186
54,eucalipto,-48.5649457,-23.0902656,2022-12-16,2023-01-05,0.6808,0.5026,2.889763443810599,30.92113304138184,25.023326764787942,28.160332877714723
55,eucalipto,-48.5649457,-23.0902656,2023-01-05,2023-01-25,0.7537,0.5602,3.1720742021288184,60.81366479056221,52.33955470493861,25.187081279598036
56,eucalipto,-48.5649457,-23.0902656,2023-01-25,2023-02-14,0.7603,0.6207,3.508184548786708,60.40552324567522,60.02811203002928,26.757210399149585
