,cidade,longitude,latitude,periodo_inicial,periodo_final,ndvi_medio,evi_medio,leaf_area_index_medio,sm_rootzone_pctl_medio,sm_profile_pctl_medio,lst_day_1km_c
0,citrus,-48.741323,-23.1175032,2020-01-01,2020-01-21,0.7264,0.5394,2.4091999530792236,21.46527671813965,24.093154907226562,31.271194767441955
1,citrus,-48.741323,-23.1175032,2020-01-21,2020-02-10,0.7716,0.5942,2.6836071014404297,28.80600929260254,19.230655670166016,29.31185980066448
2,citrus,-48.741323,-23.1175032,2020-02-10,2020-03-01,0.7817,0.5569,2.6947171688079834,,36.06532287597656,26.95278682170556
3,citrus,-48.741323,-23.1175032,2020-03-01,2020-03-21,0.7862,0.4907,2.5906689167022705,,32.74657440185547,28.11616571497791
4,citrus,-48.741323,-23.1175032,2020-03-21,2020-04-10,0.7498,0.4567,2.4179677963256836,,19.618154525756836,26.731525811398
5,citrus,-48.741323,-23.1175032,2020-04-10,2020-04-30,0.7226,0.4168,2.241121292114258,,12.874404907226562,25.88563846899234
6,citrus,-48.741323,-23.1175032,2020-04-30,2020-05-20,0.6897,0.3858,2.01485276222229,,7.549405097961426,24.281264849007584
7,citrus,-48.741323,-23.1175032,2020-05-20,2020-06-09,0.704,0.3984,1.7646437883377075,,6.812124729156494,21.855344212473653
8,citrus,-48.741323,-23.1175032,2020-06-09,2020-06-29,0.7106,0.3824,1.5459132194519043,,7.055941581726074,23.46954964221834
9,citrus,-48.741323,-23.1175032,2020-06-29,2020-07-19,0.7166,0.3979,1.3788533210754395,,32.365516662597656,21.937676400634302
10,citrus,-48.741323,-23.1175032,2020-07-19,2020-08-08,0.7317,0.4199,1.280828595161438,,24.686904907226562,23.206873589261306
11,citrus,-48.741323,-23.1175032,2020-08-08,2020-08-28,0.6895,0.388,1.2666699886322021,,31.08456039428711,23.534843023255974
12,citrus,-48.741323,-23.1175032,2020-08-28,2020-09-17,0.6661,0.3859,1.274303913116455,,33.03441619873047,28.100927920576737
13,citrus,-48.741323,-23.1175032,2020-09-17,2020-10-07,0.6674,0.3943,1.368861198425293,5.299649238586426,12.8869047164917,31.44213404889689
14,citrus,-48.741323,-23.1175032,2020-10-07,2020-10-27,0.6877,0.3559,1.5590718984603882,16.761966705322266,11.124404907226562,29.82290179997659
15,citrus,-48.741323,-23.1175032,2020-10-27,2020-11-16,0.6524,0.4317,1.8565605878829956,12.667877197265625,10.336929321289062,31.279188565891502
16,citrus,-48.741323,-23.1175032,2020-11-16,2020-12-06,0.7207,0.5159,2.0663843154907227,,10.5431547164917,30.54206257634496
17,citrus,-48.741323,-23.1175032,2020-12-06,2020-12-26,0.7982,0.5898,2.243239402770996,,12.1681547164917,29.527283983942425
18,citrus,-48.741323,-23.1175032,2020-12-26,2021-01-15,0.8006,0.6531,2.3419697284698486,32.39176559448242,18.17440414428711,29.24306879844977
19,citrus,-48.741323,-23.1175032,2021-01-15,2021-02-04,0.8289,0.5912,2.6242501735687256,26.819326400756836,23.874404907226562,28.094992248062056
20,citrus,-48.741323,-23.1175032,2021-02-04,2021-02-24,0.8158,0.4512,2.7073802947998047,12.103571891784668,13.143155097961426,27.254404545454634
21,citrus,-48.741323,-23.1175032,2021-02-24,2021-03-16,0.8063,0.4584,2.6283657550811768,,14.224405288696289,27.85157339424154
22,citrus,-48.741323,-23.1175032,2021-03-16,2021-04-05,0.7966,0.4991,2.457993268966675,,11.686904907226562,26.90467259775113
23,citrus,-48.741323,-23.1175032,2021-04-05,2021-04-25,0.7497,0.4444,2.29229474067688,,8.6994047164917,26.641228682170663
24,citrus,-48.741323,-23.1175032,2021-04-25,2021-05-15,0.7278,0.3934,2.072619676589966,,8.8869047164917,23.942360433752413
25,citrus,-48.741323,-23.1175032,2021-05-15,2021-06-04,0.743,0.4188,1.829484462738037,,5.799563407897949,23.10043625792821
26,citrus,-48.741323,-23.1175032,2021-06-04,2021-06-24,0.7641,0.4122,1.5918787717819214,,8.668319702148438,19.814197228094997
27,citrus,-48.741323,-23.1175032,2021-06-24,2021-07-14,0.7181,0.3819,1.4187299013137817,,8.705655097961426,19.358876190476167
28,citrus,-48.741323,-23.1175032,2021-07-14,2021-08-03,0.6761,0.3616,1.2945345640182495,,7.130734443664551,21.06439302122294
29,citrus,-48.741323,-23.1175032,2021-08-03,2021-08-23,0.62,0.3209,1.2675974369049072,,6.874655246734619,26.423902307963317
30,citrus,-48.741323,-23.1175032,2021-08-23,2021-09-12,0.6258,0.3383,1.2677669525146484,,4.2816314697265625,27.96977668116773
31,citrus,-48.741323,-23.1175032,2021-09-12,2021-10-02,0.6623,0.3513,1.3348952531814575,,4.387881278991699,29.135153585271382
32,citrus,-48.741323,-23.1175032,2021-10-02,2021-10-22,0.7026,0.4015,1.504442572593689,24.414249420166016,9.924593925476074,28.295220930232574
33,citrus,-48.741323,-23.1175032,2021-10-22,2021-11-11,0.7174,0.4166,1.7753746509552002,38.7619514465332,26.59945297241211,30.24871375088094
34,citrus,-48.741323,-23.1175032,2021-11-11,2021-12-01,0.7219,0.424,2.024123430252075,12.596179008483887,20.680654525756836,32.002938640768264
35,citrus,-48.741323,-23.1175032,2021-12-01,2021-12-21,0.7495,0.5232,2.2136740684509277,,15.461904525756836,27.886595219638366
36,citrus,-48.741323,-23.1175032,2021-12-21,2022-01-10,0.7739,0.6578,2.3083269596099854,,9.012051582336426,31.25200523255819
37,citrus,-48.741323,-23.1175032,2022-01-10,2022-01-30,0.7855,0.5404,2.5464487075805664,25.850725173950195,16.636905670166016,29.54339646779266
38,citrus,-48.741323,-23.1175032,2022-01-30,2022-02-19,0.822,0.4932,2.7104930877685547,75.09741973876953,38.698673248291016,27.607446947674475
39,citrus,-48.741323,-23.1175032,2022-02-19,2022-03-11,0.7925,0.5028,2.6583094596862793,,12.118154525756836,28.17232178238436
40,citrus,-48.741323,-23.1175032,2022-03-11,2022-03-31,0.7891,0.4996,2.500363349914551,,12.3869047164917,26.115164534883775
41,citrus,-48.741323,-23.1175032,2022-03-31,2022-04-20,0.7805,0.4837,2.3389742374420166,,15.5119047164917,24.077157509689982
42,citrus,-48.741323,-23.1175032,2022-04-20,2022-05-10,0.7742,0.4663,2.1290440559387207,,14.218154907226562,23.962790101371525
43,citrus,-48.741323,-23.1175032,2022-05-10,2022-05-30,0.7307,0.4266,1.8941420316696167,,12.911905288696289,20.632162538333887
44,citrus,-48.741323,-23.1175032,2022-05-30,2022-06-19,0.7445,0.4297,1.6424952745437622,,23.399404525756836,17.885837686877153
45,citrus,-48.741323,-23.1175032,2022-06-19,2022-07-09,0.7255,0.4028,1.4616256952285767,,28.36849594116211,21.914075549450615
46,citrus,-48.741323,-23.1175032,2022-07-09,2022-07-29,0.6949,0.3778,1.3154600858688354,,21.699405670166016,21.2660331110352
47,citrus,-48.741323,-23.1175032,2022-07-29,2022-08-18,0.7024,0.3935,1.269474983215332,,17.999404907226562,21.370684666851275
48,citrus,-48.741323,-23.1175032,2022-08-18,2022-09-07,0.6808,0.3727,1.2656856775283813,,17.22440528869629,25.163142926356613
49,citrus,-48.741323,-23.1175032,2022-09-07,2022-09-27,0.6921,0.4279,1.307438611984253,,16.355655670166016,23.521453569121604
50,citrus,-48.741323,-23.1175032,2022-09-27,2022-10-17,0.711,0.445,1.4560446739196777,61.32362365722656,53.431827545166016,25.72986821705433
